Bs|36,NZ_CM000488.1:2383704,-1,*,*,*,EX,transcription,
Bs|46,NZ_CM000488.1:2419719,-1,*,*,*,EX,required,
Bs|40,NZ_CM000488.1:2426419,-1,*,*,*,EX,hypothetical,
Bs|13,NZ_CM000488.1:2441288,-2,*,*,*,EX,sporulation,seq
Bs|35,NZ_CM000488.1:2485995,-1,*,*,*,EX,hypothetical,seq
Bs|38,NZ_CM000488.1:2493380,1,*,*,*,EX,multidrug,
Bs|19,NZ_CM000488.1:2513723,-1,*,*,*,EX,hypothetical,
Bs|51,NZ_CM000488.1:2543900,1,*,*,*,EX,hypothetical,
Bs|24,NZ_CM000488.1:2673381,19,-,-,*,EX,hypothetical,seq
Bs|63,NZ_CM000488.1:2679304,1,*,*,*,IG,-,
Bs|62,NZ_CM000488.1:2716393,-1,*,*,*,EX,multidrug-efflux,
Bs|49,NZ_CM000488.1:2731200,1,*,*,*,EX,cytochrome,
Bs|2,NZ_CM000488.1:2813831,1,*,*,*,EX,hypothetical,seq
Bs|54,NZ_CM000488.1:2856918,-2,-,-,*,IG,-,
Bs|17,NZ_CM000488.1:2863466,-1,*,*,*,EX,spatial,
Bs|63,NZ_CM000488.1:2868738,-2,*,*,-,IG,-,seq
Bs|39,NZ_CM000488.1:2924109,-1,*,*,*,IG,-,
Bs|43,NZ_CM000488.1:2924109,-1,*,*,*,IG,-,
Bs|20,NZ_CM000488.1:2938004,-2,*,*,*,EX,alpha-L-arabinofuranosidase,
Bs|55,NZ_CM000488.1:2950906,1,*,*,*,EX,hypothetical,
Bs|36,NZ_CM000488.1:2993837,1,*,*,*,EX,hypothetical,
Bs|45,NZ_CM000488.1:3009637,-1,*,*,*,IG,-,seq
Bs|6,NZ_CM000488.1:3009637,-1,*,*,*,IG,-,
Bs|55,NZ_CM000488.1:3051738,-1,*,*,*,IG,-,
Bs|43,NZ_CM000488.1:3058502,-1,*,*,*,IG,-,seq
Bs|45,NZ_CM000488.1:3058502,-1,*,*,*,IG,-,
Bs|54,NZ_CM000488.1:3104151,-1,*,*,*,IG,-,
Bs|60,NZ_CM000488.1:3371555,-1,*,*,*,IG,-,
Bs|39,NZ_CM000488.1:3371577,-1,*,*,*,EX,hypothetical,
Bs|17,NZ_CM000488.1:3543935,1,*,*,*,EX,hypothetical,seq
Bs|55,NZ_CM000488.1:3651513,-1,*,*,*,EX,biosynthesis,
Bs|22,NZ_CM000488.1:3696920,-1,*,*,*,EX,hypothetical,
Bs|39,NZ_CM000488.1:3706735,-1,*,*,*,IG,-,
Bs|6,NZ_CM000488.1:3769959,-1,*,*,*,EX,hypothetical,seq
Bs|74,NZ_CM000488.1:3769959,-1,*,*,*,EX,hypothetical,
Bs|48,NZ_CM000488.1:3815217,-21,*,*,*,EX,hypothetical,--
Bs|6,NZ_CM000488.1:3873136,-1,*,*,*,EX,hypothetical,
Bs|69,NZ_CM000488.1:3879665,-44,-,-,*,IG,-,seq
Bs|8,NZ_CM000488.1:3933228,-39,-,-,*,EX,hypothetical,
Bs|8,NZ_CM000488.1:3933266,-1,*,*,*,EX,hypothetical,seq
Bs|17,NZ_CM000488.1:4100765,-1,*,*,*,EX,hypothetical,
